Metrics;load point;link;number of slots;slot; ;rep1;rep2;rep3;rep4;rep5
Requisitons per number of slots;3;all;25;-; ;0.0061814556331006975;0.00448654037886341;0.00847457627118644;0.0024925224327018943;0.004087736789631107
Requisitons per number of slots;3;all;26;-; ;0.004885343968095713;0.006480558325024925;0.00777666999002991;0.0024925224327018943;0.004187437686939182
Requisitons per number of slots;3;all;27;-; ;0.003988035892323031;0.008075772681954137;0.006879361914257229;0.0030907278165503487;0.0029910269192422734
Requisitons per number of slots;3;all;28;-; ;0.0028913260219341976;0.0055832502492522435;0.004685942173479562;0.002193419740777667;0.0032901296111665004
Requisitons per number of slots;3;all;29;-; ;0.001794616151545364;0.005682951146560319;0.0022931206380857427;0.0023928215353938185;0.0030907278165503487
Requisitons per number of slots;3;all;30;-; ;0.0019940179461615153;0.003888334995014955;8.97308075772682E-4;0.003988035892323031;0.0014955134596211367


Requisitons per number of slots per link;1;<2-1>;3;-; ;0.030303030303030304;0.027868852459016394;0.024279210925644917;0.035346097201767304;0.025899280575539568
Requisitons per number of slots per link;1;<2-1>;4;-; ;0.02727272727272727;0.03934426229508197;0.05918057663125948;0.07952871870397643;0.06906474820143885
Requisitons per number of slots per link;1;<2-1>;5;-; ;0.03333333333333333;0.07704918032786885;0.09559939301972686;0.08836524300441827;0.08489208633093526
Requisitons per number of slots per link;1;<2-1>;6;-; ;0.0696969696969697;0.07704918032786885;0.0834597875569044;0.11782032400589101;0.08633093525179857
Requisitons per number of slots per link;1;<2-1>;7;-; ;0.06515151515151515;0.08196721311475409;0.11380880121396054;0.12665684830633284;0.08489208633093526
Requisitons per number of slots per link;1;<2-1>;8;-; ;0.06515151515151515;0.11639344262295082;0.08497723823975721;0.12371134020618557;0.07625899280575539
Requisitons per number of slots per link;1;<2-1>;9;-; ;0.05909090909090909;0.1;0.10773899848254932;0.11045655375552282;0.07913669064748201
Requisitons per number of slots per link;1;<2-1>;10;-; ;0.0803030303030303;0.07704918032786885;0.0834597875569044;0.09720176730486009;0.05467625899280575
Requisitons per number of slots per link;1;<2-1>;11;-; ;0.06515151515151515;0.05573770491803279;0.07283763277693475;0.07658321060382917;0.05467625899280575
Requisitons per number of slots per link;1;<2-1>;12;-; ;0.0696969696969697;0.05573770491803279;0.07132018209408195;0.07216494845360824;0.025899280575539568
Requisitons per number of slots per link;1;<2-1>;13;-; ;0.05;0.054098360655737705;0.05007587253414264;0.030927835051546393;0.027338129496402876
Requisitons per number of slots per link;1;<2-1>;14;-; ;0.06060606060606061;0.04262295081967213;0.06676783004552352;0.022091310751104567;0.030215827338129497
Requisitons per number of slots per link;1;<2-1>;15;-; ;0.048484848484848485;0.03278688524590164;0.03793626707132018;0.016200294550810016;0.025899280575539568
Requisitons per number of slots per link;1;<2-1>;16;-; ;0.048484848484848485;0.03278688524590164;0.030349013657056147;0.0029455081001472753;0.033093525179856115
Requisitons per number of slots per link;1;<2-1>;17;-; ;0.05;0.02459016393442623;0.013657056145675266;0.0;0.03884892086330935
Requisitons per number of slots per link;1;<2-1>;18;-; ;0.03939393939393939;0.02622950819672131;0.0030349013657056147;0.0;0.033093525179856115
Requisitons per number of slots per link;1;<2-1>;19;-; ;0.030303030303030304;0.029508196721311476;0.0015174506828528073;0.0;0.02302158273381295
Requisitons per number of slots per link;1;<2-1>;20;-; ;0.031818181818181815;0.022950819672131147;0.0;0.0;0.027338129496402876
Requisitons per number of slots per link;1;<2-1>;21;-; ;0.025757575757575757;0.018032786885245903;0.0;0.0;0.02877697841726619
Requisitons per number of slots per link;1;<2-1>;22;-; ;0.031818181818181815;0.00819672131147541;0.0;0.0;0.02446043165467626
Requisitons per number of slots per link;1;<2-1>;23;-; ;0.013636363636363636;0.0;0.0;0.0;0.01870503597122302
Requisitons per number of slots per link;1;<2-1>;24;-; ;0.004545454545454545;0.0;0.0;0.0;0.015827338129496403
Requisitons per number of slots per link;1;<1-2>;3;-; ;0.046849757673667204;0.02635658914728682;0.022026431718061675;0.02197802197802198;0.03576751117734724
Requisitons per number of slots per link;1;<1-2>;4;-; ;0.06623586429725363;0.034108527131782945;0.05433186490455213;0.038461538461538464;0.06706408345752608
Requisitons per number of slots per link;1;<1-2>;5;-; ;0.10177705977382875;0.043410852713178294;0.06167400881057269;0.05631868131868132;0.08494783904619971
Requisitons per number of slots per link;1;<1-2>;6;-; ;0.1260096930533118;0.07131782945736434;0.08223201174743025;0.07692307692307693;0.08792846497764531
Requisitons per number of slots per link;1;<1-2>;7;-; ;0.13570274636510501;0.07906976744186046;0.09544787077826726;0.08653846153846154;0.10879284649776454
Requisitons per number of slots per link;1;<1-2>;8;-; ;0.08239095315024232;0.05736434108527132;0.11747430249632893;0.08516483516483517;0.11624441132637854
Requisitons per number of slots per link;1;<1-2>;9;-; ;0.09531502423263329;0.05891472868217054;0.1395007342143906;0.07967032967032966;0.11773472429210134
Requisitons per number of slots per link;1;<1-2>;10;-; ;0.08723747980613894;0.05736434108527132;0.13215859030837004;0.07005494505494506;0.08941877794336811
Requisitons per number of slots per link;1;<1-2>;11;-; ;0.050080775444264945;0.06046511627906977;0.09544787077826726;0.04532967032967033;0.08643815201192251
Requisitons per number of slots per link;1;<1-2>;12;-; ;0.050080775444264945;0.07286821705426356;0.09251101321585903;0.059065934065934064;0.05067064083457526
Requisitons per number of slots per link;1;<1-2>;13;-; ;0.022617124394184167;0.06046511627906977;0.0631424375917768;0.03159340659340659;0.03427719821162444
Requisitons per number of slots per link;1;<1-2>;14;-; ;0.024232633279483037;0.05891472868217054;0.022026431718061675;0.017857142857142856;0.046199701937406856
Requisitons per number of slots per link;1;<1-2>;15;-; ;0.027463651050080775;0.04496124031007752;0.00881057268722467;0.024725274725274724;0.026825633383010434
Requisitons per number of slots per link;1;<1-2>;16;-; ;0.009693053311793215;0.037209302325581395;0.002936857562408223;0.023351648351648352;0.022354694485842028
Requisitons per number of slots per link;1;<1-2>;17;-; ;0.014539579967689823;0.05426356589147287;0.002936857562408223;0.03296703296703297;0.011922503725782414
Requisitons per number of slots per link;1;<1-2>;18;-; ;0.011308562197092083;0.03255813953488372;0.002936857562408223;0.03021978021978022;0.010432190760059613
Requisitons per number of slots per link;1;<1-2>;19;-; ;0.009693053311793215;0.023255813953488372;0.004405286343612335;0.01510989010989011;0.0029806259314456036
Requisitons per number of slots per link;1;<1-2>;20;-; ;0.009693053311793215;0.024806201550387597;0.0;0.017857142857142856;0.0
Requisitons per number of slots per link;1;<1-2>;21;-; ;0.012924071082390954;0.013953488372093023;0.0;0.03571428571428571;0.0
Requisitons per number of slots per link;1;<1-2>;22;-; ;0.008077544426494346;0.017054263565891473;0.0;0.028846153846153848;0.0
Requisitons per number of slots per link;1;<1-2>;23;-; ;0.0032310177705977385;0.021705426356589147;0.0;0.019230769230769232;0.0
Requisitons per number of slots per link;1;<1-2>;24;-; ;0.004846526655896607;0.021705426356589147;0.0;0.023351648351648352;0.0
Requisitons per number of slots per link;1;<3-2>;3;-; ;0.03672316384180791;0.015772870662460567;0.02463768115942029;0.041666666666666664;0.03571428571428571
Requisitons per number of slots per link;1;<3-2>;4;-; ;0.05084745762711865;0.031545741324921134;0.06521739130434782;0.1095679012345679;0.07142857142857142
Requisitons per number of slots per link;1;<3-2>;5;-; ;0.06073446327683616;0.08201892744479496;0.09130434782608696;0.0941358024691358;0.07919254658385093
Requisitons per number of slots per link;1;<3-2>;6;-; ;0.06497175141242938;0.07255520504731862;0.10434782608695652;0.125;0.09472049689440994
Requisitons per number of slots per link;1;<3-2>;7;-; ;0.052259887005649715;0.06624605678233439;0.1246376811594203;0.10802469135802469;0.07919254658385093
Requisitons per number of slots per link;1;<3-2>;8;-; ;0.0635593220338983;0.08675078864353312;0.1246376811594203;0.10802469135802469;0.07763975155279502
Requisitons per number of slots per link;1;<3-2>;9;-; ;0.07203389830508475;0.09936908517350158;0.11884057971014493;0.07716049382716049;0.07763975155279502
Requisitons per number of slots per link;1;<3-2>;10;-; ;0.03954802259887006;0.07886435331230283;0.07971014492753623;0.07407407407407407;0.059006211180124224
Requisitons per number of slots per link;1;<3-2>;11;-; ;0.05790960451977401;0.07097791798107256;0.08985507246376812;0.07407407407407407;0.04192546583850932
Requisitons per number of slots per link;1;<3-2>;12;-; ;0.0423728813559322;0.061514195583596214;0.0536231884057971;0.07561728395061729;0.04503105590062112
Requisitons per number of slots per link;1;<3-2>;13;-; ;0.046610169491525424;0.07255520504731862;0.03768115942028986;0.047839506172839504;0.027950310559006212
Requisitons per number of slots per link;1;<3-2>;14;-; ;0.05508474576271186;0.0473186119873817;0.03188405797101449;0.032407407407407406;0.03881987577639751
Requisitons per number of slots per link;1;<3-2>;15;-; ;0.0423728813559322;0.04258675078864353;0.02753623188405797;0.026234567901234566;0.029503105590062112
Requisitons per number of slots per link;1;<3-2>;16;-; ;0.05084745762711865;0.03627760252365931;0.01884057971014493;0.004629629629629629;0.046583850931677016
Requisitons per number of slots per link;1;<3-2>;17;-; ;0.046610169491525424;0.025236593059936908;0.002898550724637681;0.0015432098765432098;0.040372670807453416
Requisitons per number of slots per link;1;<3-2>;18;-; ;0.04519774011299435;0.026813880126182965;0.002898550724637681;0.0;0.03571428571428571
Requisitons per number of slots per link;1;<3-2>;19;-; ;0.026836158192090395;0.03943217665615142;0.0014492753623188406;0.0;0.029503105590062112
Requisitons per number of slots per link;1;<3-2>;20;-; ;0.02824858757062147;0.022082018927444796;0.0;0.0;0.018633540372670808
Requisitons per number of slots per link;1;<3-2>;21;-; ;0.029661016949152543;0.015772870662460567;0.0;0.0;0.013975155279503106
Requisitons per number of slots per link;1;<3-2>;22;-; ;0.029661016949152543;0.006309148264984227;0.0;0.0;0.017080745341614908
Requisitons per number of slots per link;1;<3-2>;23;-; ;0.03389830508474576;0.0;0.0;0.0;0.012422360248447204
Requisitons per number of slots per link;1;<3-2>;24;-; ;0.015536723163841809;0.0;0.0;0.0;0.006211180124223602
Requisitons per number of slots per link;1;<3-2>;25;-; ;0.005649717514124294;0.0;0.0;0.0;0.010869565217391304
Requisitons per number of slots per link;1;<3-2>;26;-; ;0.002824858757062147;0.0;0.0;0.0;0.006211180124223602
Requisitons per number of slots per link;1;<2-3>;3;-; ;0.04340567612687813;0.03869047619047619;0.023809523809523808;0.02361111111111111;0.03793626707132018
Requisitons per number of slots per link;1;<2-3>;4;-; ;0.0651085141903172;0.049107142857142856;0.05357142857142857;0.04583333333333333;0.054628224582701064
Requisitons per number of slots per link;1;<2-3>;5;-; ;0.11018363939899833;0.03869047619047619;0.06398809523809523;0.05694444444444444;0.09256449165402124
Requisitons per number of slots per link;1;<2-3>;6;-; ;0.12186978297161936;0.044642857142857144;0.07886904761904762;0.06388888888888888;0.10166919575113809
Requisitons per number of slots per link;1;<2-3>;7;-; ;0.1352253756260434;0.0818452380952381;0.09077380952380952;0.06666666666666667;0.10166919575113809
Requisitons per number of slots per link;1;<2-3>;8;-; ;0.09015025041736227;0.049107142857142856;0.11011904761904762;0.0875;0.11077389984825493
Requisitons per number of slots per link;1;<2-3>;9;-; ;0.1285475792988314;0.044642857142857144;0.11458333333333333;0.09861111111111111;0.11684370257966616
Requisitons per number of slots per link;1;<2-3>;10;-; ;0.08514190317195326;0.03869047619047619;0.09523809523809523;0.07916666666666666;0.10015174506828528
Requisitons per number of slots per link;1;<2-3>;11;-; ;0.05175292153589316;0.05803571428571429;0.09821428571428571;0.058333333333333334;0.07738998482549317
Requisitons per number of slots per link;1;<2-3>;12;-; ;0.041736227045075125;0.07589285714285714;0.11011904761904762;0.06527777777777778;0.0409711684370258
Requisitons per number of slots per link;1;<2-3>;13;-; ;0.02337228714524207;0.07142857142857142;0.07738095238095238;0.043055555555555555;0.03945371775417299
Requisitons per number of slots per link;1;<2-3>;14;-; ;0.01335559265442404;0.0625;0.03422619047619048;0.029166666666666667;0.03490136570561457
Requisitons per number of slots per link;1;<2-3>;15;-; ;0.018363939899833055;0.050595238095238096;0.026785714285714284;0.02638888888888889;0.024279210925644917
Requisitons per number of slots per link;1;<2-3>;16;-; ;0.008347245409015025;0.047619047619047616;0.011904761904761904;0.025;0.015174506828528073
Requisitons per number of slots per link;1;<2-3>;17;-; ;0.011686143572621035;0.050595238095238096;0.002976190476190476;0.030555555555555555;0.015174506828528073
Requisitons per number of slots per link;1;<2-3>;18;-; ;0.008347245409015025;0.028273809523809524;0.002976190476190476;0.02361111111111111;0.015174506828528073
Requisitons per number of slots per link;1;<2-3>;19;-; ;0.00667779632721202;0.019345238095238096;0.004464285714285714;0.016666666666666666;0.009104704097116844
Requisitons per number of slots per link;1;<2-3>;20;-; ;0.008347245409015025;0.01636904761904762;0.0;0.02638888888888889;0.006069802731411229
Requisitons per number of slots per link;1;<2-3>;21;-; ;0.011686143572621035;0.023809523809523808;0.0;0.05138888888888889;0.006069802731411229
Requisitons per number of slots per link;1;<2-3>;22;-; ;0.008347245409015025;0.020833333333333332;0.0;0.022222222222222223;0.0
Requisitons per number of slots per link;1;<2-3>;23;-; ;0.00333889816360601;0.023809523809523808;0.0;0.015277777777777777;0.0
Requisitons per number of slots per link;1;<2-3>;24;-; ;0.005008347245409015;0.019345238095238096;0.0;0.019444444444444445;0.0
Requisitons per number of slots per link;1;<6-1>;3;-; ;0.041;0.02028397565922921;0.014418125643666324;0.03350253807106599;0.037037037037037035
Requisitons per number of slots per link;1;<6-1>;4;-; ;0.043;0.04766734279918864;0.03604531410916581;0.0649746192893401;0.07098765432098765
Requisitons per number of slots per link;1;<6-1>;5;-; ;0.065;0.06997971602434078;0.044284243048403706;0.08426395939086294;0.08333333333333333
Requisitons per number of slots per link;1;<6-1>;6;-; ;0.074;0.03955375253549696;0.05458290422245108;0.0883248730964467;0.09156378600823045
Requisitons per number of slots per link;1;<6-1>;7;-; ;0.075;0.034482758620689655;0.04737384140061792;0.0883248730964467;0.06893004115226338
Requisitons per number of slots per link;1;<6-1>;8;-; ;0.082;0.034482758620689655;0.04016477857878476;0.083248730964467;0.07716049382716049
Requisitons per number of slots per link;1;<6-1>;9;-; ;0.068;0.02636916835699797;0.04531410916580844;0.07715736040609138;0.053497942386831275
Requisitons per number of slots per link;1;<6-1>;10;-; ;0.057;0.02738336713995943;0.053553038105046344;0.06598984771573604;0.05555555555555555
Requisitons per number of slots per link;1;<6-1>;11;-; ;0.071;0.028397565922920892;0.06797116374871266;0.04467005076142132;0.04526748971193416
Requisitons per number of slots per link;1;<6-1>;12;-; ;0.053;0.04056795131845842;0.07723995880535531;0.0416243654822335;0.06172839506172839
Requisitons per number of slots per link;1;<6-1>;13;-; ;0.047;0.032454361054766734;0.0690010298661174;0.029441624365482234;0.05246913580246913
Requisitons per number of slots per link;1;<6-1>;14;-; ;0.046;0.04563894523326572;0.04840370751802266;0.02131979695431472;0.053497942386831275
Requisitons per number of slots per link;1;<6-1>;15;-; ;0.037;0.03955375253549696;0.05046343975283213;0.03147208121827411;0.056584362139917695
Requisitons per number of slots per link;1;<6-1>;16;-; ;0.055;0.04259634888438134;0.04016477857878476;0.048730964467005075;0.051440329218107
Requisitons per number of slots per link;1;<6-1>;17;-; ;0.045;0.06592292089249494;0.026776519052523172;0.050761421319796954;0.033950617283950615
Requisitons per number of slots per link;1;<6-1>;18;-; ;0.039;0.061866125760649086;0.02265705458290422;0.03857868020304569;0.027777777777777776
Requisitons per number of slots per link;1;<6-1>;19;-; ;0.032;0.061866125760649086;0.029866117404737384;0.03857868020304569;0.01440329218106996
Requisitons per number of slots per link;1;<6-1>;20;-; ;0.016;0.06389452332657201;0.03604531410916581;0.017258883248730966;0.01748971193415638
Requisitons per number of slots per link;1;<6-1>;21;-; ;0.009;0.05273833671399594;0.0411946446961895;0.012182741116751269;0.02880658436213992
Requisitons per number of slots per link;1;<6-1>;22;-; ;0.014;0.04158215010141988;0.04531410916580844;0.014213197969543147;0.012345679012345678
Requisitons per number of slots per link;1;<6-1>;23;-; ;0.012;0.036511156186612576;0.0411946446961895;0.009137055837563452;0.006172839506172839
Requisitons per number of slots per link;1;<6-1>;24;-; ;0.01;0.034482758620689655;0.024716786817713696;0.01116751269035533;0.0
Requisitons per number of slots per link;1;<6-1>;25;-; ;0.008;0.02535496957403651;0.017507723995880537;0.003045685279187817;0.0
Requisitons per number of slots per link;1;<6-1>;26;-; ;0.001;0.015212981744421906;0.009268795056642637;0.0020304568527918783;0.0
Requisitons per number of slots per link;1;<5-2>;3;-; ;0.033229491173416406;0.03933136676499508;0.033663366336633666;0.02286902286902287;0.02766798418972332
Requisitons per number of slots per link;1;<5-2>;4;-; ;0.06749740394600208;0.05408062930186824;0.055445544554455446;0.036382536382536385;0.05237154150197629
Requisitons per number of slots per link;1;<5-2>;5;-; ;0.08203530633437175;0.05604719764011799;0.08316831683168317;0.05197505197505198;0.06818181818181818
Requisitons per number of slots per link;1;<5-2>;6;-; ;0.07580477673935618;0.0688298918387414;0.09306930693069307;0.04677754677754678;0.08201581027667984
Requisitons per number of slots per link;1;<5-2>;7;-; ;0.09034267912772585;0.08456243854473942;0.1099009900990099;0.0446985446985447;0.0800395256916996
Requisitons per number of slots per link;1;<5-2>;8;-; ;0.08722741433021806;0.07374631268436578;0.10891089108910891;0.07172557172557173;0.07213438735177866
Requisitons per number of slots per link;1;<5-2>;9;-; ;0.08618899273104881;0.0776794493608653;0.10198019801980197;0.06548856548856549;0.06225296442687747
