Metrics;load point;link;number of slots;slot; ;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10
Requisitons per number of slots;1;all;313;-; ;1.9997600287965445E-5;0.0;0.0;1.9997600287965445E-5;0.0;0.0;0.0;4.999400071991361E-5;0.0;0.0
Requisitons per number of slots;1;all;314;-; ;3.999520057593089E-5;0.0;0.0;1.9997600287965445E-5;9.998800143982723E-6;0.0;0.0;3.999520057593089E-5;0.0;0.0
Requisitons per number of slots;1;all;315;-; ;9.998800143982723E-6;0.0;0.0;1.9997600287965445E-5;9.998800143982723E-6;0.0;0.0;1.9997600287965445E-5;0.0;0.0
Requisitons per number of slots;1;all;316;-; ;1.9997600287965445E-5;0.0;0.0;2.9996400431948168E-5;9.998800143982723E-6;0.0;0.0;9.998800143982723E-6;0.0;0.0
Requisitons per number of slots;1;all;318;-; ;9.998800143982723E-6;0.0;0.0;9.998800143982723E-6;0.0;0.0;0.0;0.0;0.0;0.0
Requisitons per number of slots;1;all;319;-; ;9.998800143982723E-6;0.0;0.0;9.998800143982723E-6;0.0;0.0;0.0;9.998800143982723E-6;0.0;0.0
Requisitons per number of slots;1;all;128;-; ;9.998800143982723E-6;4.999400071991361E-5;9.998800143982723E-5;9.998800143982723E-6;2.9996400431948168E-5;7.999040115186178E-5;1.9997600287965445E-5;5.9992800863896336E-5;3.999520057593089E-5;1.4998200215974084E-4
Requisitons per number of slots;1;all;129;-; ;4.999400071991361E-5;3.999520057593089E-5;6.999160100787906E-5;9.998800143982723E-6;9.998800143982723E-6;4.999400071991361E-5;4.999400071991361E-5;1.0998680158380995E-4;9.998800143982723E-6;1.299844018717754E-4
Requisitons per number of slots;1;all;130;-; ;1.9997600287965445E-5;6.999160100787906E-5;1.6997960244770628E-4;2.9996400431948168E-5;1.9997600287965445E-5;8.99892012958445E-5;5.9992800863896336E-5;1.1998560172779267E-4;3.999520057593089E-5;1.3998320201575812E-4
Requisitons per number of slots;1;all;131;-; ;5.9992800863896336E-5;2.9996400431948168E-5;8.99892012958445E-5;4.999400071991361E-5;1.9997600287965445E-5;9.998800143982723E-5;4.999400071991361E-5;1.1998560172779267E-4;9.998800143982723E-6;9.998800143982723E-5
Requisitons per number of slots;1;all;132;-; ;1.9997600287965445E-5;1.6997960244770628E-4;1.6997960244770628E-4;7.999040115186178E-5;0.0;9.998800143982723E-5;1.1998560172779267E-4;7.999040115186178E-5;1.9997600287965445E-5;6.999160100787906E-5
Requisitons per number of slots;1;all;133;-; ;1.0998680158380995E-4;1.0998680158380995E-4;1.6997960244770628E-4;8.99892012958445E-5;4.999400071991361E-5;1.79978402591689E-4;1.79978402591689E-4;9.998800143982723E-5;1.9997600287965445E-5;1.0998680158380995E-4
Requisitons per number of slots;1;all;134;-; ;7.999040115186178E-5;7.999040115186178E-5;2.2997240331160262E-4;8.99892012958445E-5;8.99892012958445E-5;3.999520057593089E-5;7.999040115186178E-5;1.5998080230372356E-4;4.999400071991361E-5;2.3997120345558534E-4
Requisitons per number of slots;1;all;135;-; ;1.5998080230372356E-4;2.3997120345558534E-4;2.4997000359956804E-4;7.999040115186178E-5;9.998800143982723E-5;6.999160100787906E-5;1.0998680158380995E-4;1.299844018717754E-4;6.999160100787906E-5;2.2997240331160262E-4
Requisitons per number of slots;1;all;136;-; ;1.8997720273567173E-4;9.998800143982723E-5;3.299604047514298E-4;5.9992800863896336E-5;6.999160100787906E-5;1.3998320201575812E-4;1.79978402591689E-4;1.3998320201575812E-4;5.9992800863896336E-5;2.4997000359956804E-4
Requisitons per number of slots;1;all;137;-; ;2.2997240331160262E-4;1.5998080230372356E-4;3.4995800503939526E-4;7.999040115186178E-5;1.79978402591689E-4;1.8997720273567173E-4;2.3997120345558534E-4;2.4997000359956804E-4;1.4998200215974084E-4;1.79978402591689E-4
Requisitons per number of slots;1;all;138;-; ;1.1998560172779267E-4;1.299844018717754E-4;3.099628044634644E-4;1.299844018717754E-4;2.3997120345558534E-4;2.0997480302363718E-4;2.699676038875335E-4;2.699676038875335E-4;2.0997480302363718E-4;1.79978402591689E-4
Requisitons per number of slots;1;all;139;-; ;2.0997480302363718E-4;3.099628044634644E-4;4.6994360676718794E-4;5.9992800863896336E-5;2.599688037435508E-4;2.0997480302363718E-4;3.699556053273607E-4;4.1994960604727435E-4;1.5998080230372356E-4;1.4998200215974084E-4
Requisitons per number of slots;1;all;140;-; ;3.099628044634644E-4;3.099628044634644E-4;5.199376074871016E-4;3.299604047514298E-4;2.4997000359956804E-4;3.4995800503939526E-4;2.699676038875335E-4;4.499460064792225E-4;2.4997000359956804E-4;1.4998200215974084E-4
Requisitons per number of slots;1;all;141;-; ;2.699676038875335E-4;3.199616046074471E-4;5.299364076310842E-4;2.999640043194817E-4;2.599688037435508E-4;2.699676038875335E-4;4.499460064792225E-4;5.199376074871016E-4;2.2997240331160262E-4;2.699676038875335E-4
Requisitons per number of slots;1;all;142;-; ;3.4995800503939526E-4;3.7995440547134346E-4;6.699196096468424E-4;1.3998320201575812E-4;4.099508059032916E-4;5.099388073431188E-4;4.899412070551534E-4;6.499220093588769E-4;3.7995440547134346E-4;2.7996640403151623E-4
Requisitons per number of slots;1;all;143;-; ;2.8996520417549893E-4;6.299244090709115E-4;5.599328080630325E-4;3.8995320561532616E-4;4.2994840619125705E-4;5.699316082070151E-4;6.599208095028596E-4;5.699316082070151E-4;4.099508059032916E-4;2.3997120345558534E-4
Requisitons per number of slots;1;all;144;-; ;4.499460064792225E-4;4.399472063352398E-4;4.999400071991361E-4;3.8995320561532616E-4;4.099508059032916E-4;5.599328080630325E-4;6.699196096468424E-4;7.999040115186178E-4;4.6994360676718794E-4;3.8995320561532616E-4
Requisitons per number of slots;1;all;145;-; ;3.3995920489541257E-4;5.499340079190497E-4;5.699316082070151E-4;3.199616046074471E-4;6.599208095028596E-4;5.299364076310842E-4;6.999160100787905E-4;7.399112106547214E-4;5.39935207775067E-4;3.999520057593089E-4
Requisitons per number of slots;1;all;146;-; ;5.099388073431188E-4;7.899052113746351E-4;8.798944126704796E-4;4.2994840619125705E-4;5.899292084949806E-4;6.09926808782946E-4;7.899052113746351E-4;8.398992120945487E-4;7.499100107987042E-4;5.599328080630325E-4
Requisitons per number of slots;1;all;147;-; ;7.399112106547214E-4;8.698956125264968E-4;4.999400071991361E-4;5.39935207775067E-4;7.499100107987042E-4;6.899172099348078E-4;6.899172099348078E-4;7.999040115186178E-4;7.899052113746351E-4;5.899292084949806E-4
Requisitons per number of slots;1;all;148;-; ;7.699076110866696E-4;0.0010898692156941167;7.499100107987042E-4;5.099388073431188E-4;7.799064112306523E-4;9.498860136783586E-4;7.699076110866696E-4;0.0010598728152621684;9.298884133903931E-4;6.09926808782946E-4
Requisitons per number of slots;1;all;149;-; ;0.0010398752149742032;9.198896132464105E-4;6.499220093588769E-4;6.599208095028596E-4;6.899172099348078E-4;8.99892012958445E-4;6.499220093588769E-4;8.498980122385313E-4;9.69883613966324E-4;4.799424069111707E-4
Requisitons per number of slots;1;all;150;-; ;0.0011398632164140302;9.498860136783586E-4;8.798944126704796E-4;6.999160100787905E-4;9.398872135343759E-4;0.0010298764148302204;0.0010398752149742032;0.0012398512178538575;0.001119865616126065;8.898932128144622E-4
Requisitons per number of slots;1;all;151;-; ;0.0013798344198696156;0.0011998560172779267;0.001079870415550134;7.599088109426869E-4;0.0011598608167019957;0.0010398752149742032;0.0011798584169899612;0.001509818821741391;0.0015198176218853738;9.798824141103069E-4
Requisitons per number of slots;1;all;152;-; ;0.001619805623325201;0.001219853617565892;9.198896132464105E-4;9.298884133903931E-4;0.0010998680158380994;0.0013598368195816503;0.0012398512178538575;0.0018997720273567172;0.0014498260208774948;0.0011598608167019957
Requisitons per number of slots;1;all;153;-; ;0.0015798104227492701;0.0015198176218853738;9.898812142542894E-4;0.001399832020157581;0.0013198416190057193;0.0014198296204455466;0.0015198176218853738;0.0017897852257729072;0.001619805623325201;0.0014498260208774948
Requisitons per number of slots;1;all;154;-; ;0.0013498380194376675;0.001259848818141823;0.0013798344198696156;0.0012898452185737712;0.001149862016558013;0.0014098308203015638;0.001439827220733512;0.0017597888253409592;0.0015798104227492701;0.001189857217133944
Requisitons per number of slots;1;all;155;-; ;0.0018897732272127345;0.0017597888253409592;0.0013898332200135983;0.0012398512178538575;0.001509818821741391;0.00179978402591689;0.0017197936247650282;0.002089749230092389;0.002309722833260009;0.001869775626924769
Requisitons per number of slots;1;all;156;-; ;0.002379714434267888;0.0018797744270687517;0.0013098428188617365;0.0014898212214534256;0.0016398032236131664;0.0018897732272127345;0.0017697876254849417;0.0023897132344118705;0.0023997120345558534;0.0018797744270687517
Requisitons per number of slots;1;all;157;-; ;0.0020797504299484063;0.002489701235851698;0.0016797984241890974;0.0017197936247650282;0.0022597288325400954;0.0018297804263488382;0.0019097708275007;0.0024997000359956805;0.002439707235131784;0.0021897372315322163
Requisitons per number of slots;1;all;158;-; ;0.002299724033116026;0.0023997120345558534;0.0017097948246210454;0.0019097708275007;0.0019297684277886653;0.0018897732272127345;0.002309722833260009;0.0023997120345558534;0.0027496700395952486;0.002049754029516458
Requisitons per number of slots;1;all;159;-; ;0.0032896052473703158;0.002549694036715594;0.002119745630524337;0.002509698836139663;0.0024297084349878015;0.002619685637723473;0.0027496700395952486;0.003279606447226333;0.002879654441467024;0.003129624445066592
Requisitons per number of slots;1;all;160;-; ;0.003319601647802264;0.0031096268447786267;0.002629684437867456;0.002809662840459145;0.0026496820381554215;0.00304963404391473;0.0033995920489541254;0.003019637643482782;0.0032496100467943848;0.003279606447226333
Requisitons per number of slots;1;all;161;-; ;0.00359956805183378;0.0034795824501059874;0.002699676038875335;0.0026796784385873696;0.003089629244490661;0.00348958125024997;0.003559572851257849;0.003359596848378195;0.0034795824501059874;0.0031996160460744712
Requisitons per number of slots;1;all;162;-; ;0.0032696076470823503;0.0032596088469383673;0.0028996520417549896;0.002879654441467024;0.002759668839739231;0.00282966044074711;0.0034795824501059874;0.0029296484421869376;0.0032696076470823503;0.003309602847658281
Requisitons per number of slots;1;all;163;-; ;0.004239491261048674;0.0039095308562972445;0.0032096148462184538;0.003629564452265728;0.00403951525816902;0.004069511658600968;0.004449466064072312;0.004319481662200536;0.004649442066951966;0.004329480462344519
Requisitons per number of slots;1;all;164;-; ;0.004239491261048674;0.004109506859176899;0.004329480462344519;0.0029296484421869376;0.0040195176578810545;0.00414950205975283;0.00414950205975283;0.00473943126824781;0.004279486461624605;0.004429468463784346
Requisitons per number of slots;1;all;165;-; ;0.004729432468103828;0.004759428868535776;0.004749430068391793;0.00359956805183378;0.004709434867815862;0.004669439667239931;0.004529456465224173;0.004619445666520018;0.004669439667239931;0.005109386873575171
Requisitons per number of slots;1;all;166;-; ;0.00447946246450426;0.004819421669399672;0.004379474463064433;0.004109506859176899;0.003749550053993521;0.004419469663640363;0.004519457665080191;0.00425948886133664;0.004299484061912571;0.004919409670839499
Requisitons per number of slots;1;all;167;-; ;0.005759308882934048;0.0062692476902771665;0.004809422869255689;0.003999520057593089;0.005269367675878894;0.00576930768307803;0.005519337679478462;0.005609326880774307;0.005189377274727033;0.00550933887933448
Requisitons per number of slots;1;all;168;-; ;0.00587929448466184;0.0063792344918609765;0.006079270487541495;0.00473943126824781;0.005699316082070151;0.0061192656881174255;0.006139263288405391;0.005929288485381754;0.005569331680198376;0.005519337679478462
Requisitons per number of slots;1;all;169;-; ;0.006439227292724873;0.007029156501219854;0.006219253689557253;0.00517937847458305;0.005699316082070151;0.0064692236931568215;0.006659200895892493;0.005569331680198376;0.005279366476022877;0.006029276486821581
Requisitons per number of slots;1;all;170;-; ;0.0063492380914290285;0.0065392152941647005;0.006819181698196217;0.005689317281926169;0.0064692236931568215;0.007009158900931888;0.00671919369675639;0.006439227292724873;0.006219253689557253;0.006849178098628165
Requisitons per number of slots;1;all;171;-; ;0.005799304083509979;0.006599208095028597;0.0060492740871095465;0.005219373675158981;0.0060892692876854775;0.0062292524897012355;0.0064692236931568215;0.005539335279766428;0.005939287285525737;0.0063292404911410634
Requisitons per number of slots;1;all;172;-; ;0.006999160100787906;0.007169139703235612;0.006819181698196217;0.006179258488981322;0.007879054513458385;0.007569091708994921;0.00719913610366756;0.007319121705395353;0.007339119305683318;0.00719913610366756
Requisitons per number of slots;1;all;173;-; ;0.007809062912450506;0.007499100107987042;0.007699076110866696;0.00609926808782946;0.007279126504819422;0.007569091708994921;0.007909050913890334;0.007669079710434748;0.007009158900931888;0.008059032916050073
Requisitons per number of slots;1;all;174;-; ;0.008029036515618126;0.00800903891533016;0.008438987321521417;0.006959164900211975;0.008838939327280726;0.00855897292324921;0.00796904371475423;0.007819061712594489;0.007579090509138903;0.008578970523537175
Requisitons per number of slots;1;all;175;-; ;0.007819061712594489;0.007599088109426869;0.006899172099348078;0.006969163700355958;0.00785905691317042;0.008209014918209814;0.007109146902371716;0.00730912290525137;0.006949166100067992;0.007819061712594489
Requisitons per number of slots;1;all;176;-; ;0.009138903331600208;0.009098908131024278;0.009118905731312242;0.007979042514898213;0.009268887733471983;0.008748950125984882;0.00914890213174419;0.00866895972483302;0.008608966923969124;0.008658960924689037
Requisitons per number of slots;1;all;177;-; ;0.009418869735631724;0.009448866136063673;0.009088909330880295;0.008249010118785746;0.009568851737791465;0.00851897772267328;0.009608846938367397;0.008948926128864537;0.00917889853217614;0.00888893332800064
Requisitons per number of slots;1;all;178;-; ;0.010128784545854497;0.010858696956365236;0.009788825340959085;0.008728952525696916;0.00965884093908731;0.009078910530736312;0.009718833739951206;0.009088909330880295;0.009558852937647482;0.00965884093908731
Requisitons per number of slots;1;all;179;-; ;0.009378874535055794;0.009038915330160381;0.00892892852857657;0.009488861336639603;0.00932888053433588;0.008129024517057952;0.00914890213174419;0.008329000519937608;0.008658960924689037;0.009228892532896053
Requisitons per number of slots;1;all;180;-; ;0.010758708954925408;0.010338759348878134;0.010298764148302204;0.009988801343838739;0.010718713754349478;0.009748830140383155;0.010328760548734151;0.01090869095708515;0.01079870415550134;0.010658720953485582
Requisitons per number of slots;1;all;181;-; ;0.011098668159820822;0.010988681358237011;0.011008678958524977;0.00918889733232012;0.012278526576810783;0.010118785745710514;0.01193856737191537;0.010708714954205495;0.010298764148302204;0.011168659760828701
