Metrics;load point;link;number of slots; ;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10
Requisitons per number of slots per link;2;<1-2>;1; ;0.5002558930668032;0.49891518341435975;0.4964594413228769;0.5007932152656522;0.5031969053154814;0.500928588545411;0.49788328546122357;0.4999001996007984;0.4975491667166837;0.5005092463154531
Requisitons per number of slots per link;2;<1-2>;2; ;0.16587891742180208;0.16694121901241513;0.169195637150326;0.16622599151908207;0.16487613244608354;0.16623731927470245;0.16722545261661947;0.16781437125748502;0.16682672108516897;0.1669928505811399
Requisitons per number of slots per link;2;<1-2>;3; ;0.16748452097821398;0.16684077303226325;0.16562002343679577;0.16761287104015965;0.1653571714904193;0.16716590782011342;0.16827630380608294;0.16605788423153692;0.16773703059040074;0.1668929983624236
Requisitons per number of slots per link;2;<1-2>;5; ;0.16638066853318081;0.16730282454096188;0.1687248980900013;0.165367922175106;0.1665697907480157;0.16566818435977315;0.16661495811607402;0.16622754491017963;0.16788708160774662;0.16560490474098336
Requisitons per number of slots per link;3;<2-1>;1; ;0.4990880550156974;0.5015709425655394;0.5023078466787076;0.49933874361286446;0.5001203369434416;0.5007721353777486;0.4979650203497965;0.49863284368513494;0.5004106076993952;0.498414154914125
Requisitons per number of slots per link;3;<2-1>;2; ;0.16752877859171775;0.1654892935761457;0.1662351996789083;0.16699729486023446;0.1661552346570397;0.16615357025435634;0.16555834441655584;0.1677510777582628;0.16576533269238472;0.16721190480939938
Requisitons per number of slots per link;3;<2-1>;3; ;0.1665919170777894;0.1667000200120072;0.16577363034316678;0.16768860835587615;0.16792017649418373;0.1657151966205378;0.16818831811681884;0.166144419607217;0.16775828225774145;0.16666334204384511
Requisitons per number of slots per link;3;<2-1>;5; ;0.16679124931479544;0.1662397438463078;0.16568332329921734;0.16597535317102494;0.16580425190533493;0.1673590977473573;0.16828831711682884;0.1674716589493853;0.1660657773504787;0.16771059823263051
Requisitons per number of slots per link;3;<1-2>;1; ;0.49814398651631286;0.499705209301396;0.4998455421470638;0.49992515044760033;0.49942666839497063;0.5012946607788037;0.49836016398360167;0.49749005540915603;0.5002545951936421;0.4994837040972842
Requisitons per number of slots per link;3;<1-2>;2; ;0.16638910068622337;0.16683154959978416;0.16748213769668463;0.16605622698376263;0.16511950224845698;0.16752308309915698;0.16578342165783422;0.16787070528942016;0.1664253836400124;0.16544526762173054
Requisitons per number of slots per link;3;<1-2>;3; ;0.16808459408483487;0.16602212429175287;0.16735259240067363;0.16668496322391993;0.16787149395259793;0.16610798875953434;0.16746325367463252;0.16736971834513992;0.16582633612556036;0.1682021874906014
Requisitons per number of slots per link;3;<1-2>;5; ;0.16738231871262893;0.16744111680706697;0.16531972775557793;0.1673336593447171;0.16758233540397444;0.16507426736250502;0.16839316068393162;0.1672695209562839;0.16749368504078516;0.16686884079038386
Requisitons per number of slots per link;4;<2-1>;1; ;0.5023479807365665;0.5007832220858651;0.5004016386858382;0.5018411415077348;0.4983963436635529;0.5008090614886731;0.5003550958758864;0.5006110829582376;0.5012895965902867;0.49947056120512257
Requisitons per number of slots per link;4;<2-1>;2; ;0.16777571288691726;0.16716054556157522;0.16812595389187887;0.16650323200384237;0.16658982480054524;0.16862439570098686;0.1678853290388405;0.16796335489512226;0.1647895318615003;0.16575430044153197
Requisitons per number of slots per link;4;<2-1>;3; ;0.16557760326119536;0.1660231275005737;0.16604747369266606;0.166623306449999;0.1662791163853586;0.16467897239202525;0.16599481860102228;0.16486322671674566;0.16604427448988737;0.16849139911693606
Requisitons per number of slots per link;4;<2-1>;5; ;0.16429870311532083;0.166033104851986;0.16542493372961684;0.16503232003842383;0.16873471515054325;0.16588757041831476;0.16576475648425074;0.16656233542989438;0.1678765970583256;0.1662837392364094
Requisitons per number of slots per link;4;<1-2>;1; ;0.5014160620465349;0.500080173174056;0.5010505979944034;0.49953533920238224;0.49836889833298414;0.500475499274238;0.5006497530938243;0.5022038844721747;0.4989858623182585;0.500815774986237
Requisitons per number of slots per link;4;<1-2>;2; ;0.1668051038278709;0.16550749619177424;0.16655214650613928;0.166208667672599;0.16825786370574328;0.1671555132889534;0.16610687938583338;0.16646875314481233;0.16693107880151017;0.1652069465992693
Requisitons per number of slots per link;4;<1-2>;3; ;0.1654340755566675;0.16791269141345305;0.1661936486123144;0.16807730356839506;0.16582368140145054;0.1657940837879774;0.16716647673883925;0.16559323739559223;0.1670616113744076;0.16605775486712376
Requisitons per number of slots per link;4;<1-2>;5; ;0.1663447585689267;0.16649963922071676;0.16620360688714286;0.16617868955662365;0.16754955655982204;0.16657490364883126;0.16607689078150303;0.16573412498742074;0.16702144750582376;0.16791952354737

